CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,DAMAGE,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE
6/9/2019 13:20,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,510,N,DAMEN AVE,1221,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,13,1,6,41.89122006,-87.6770682
6/4/2019 18:15,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,148,N,OGDEN AVE,1224,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,3,6,41.88423974,-87.66350316
6/6/2019 11:40,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR TO SIDE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,IMPROPER BACKING,241,W,22ND PL,914,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,5,6,41.85204079,-87.63360968
6/14/2019 17:45,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,CENTER TURN LANE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,3323,W,ADDISON ST,1733,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,6,6,41.94647719,-87.71123853
6/4/2019 11:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,900,N,LONG AVE,1524,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,11,3,6,41.89675765,-87.76085241
6/6/2019 20:19,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DUSK,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,2049,N,MILWAUKEE AVE,1431,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,5,6,41.91855667,-87.69000411
6/5/2019 14:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,$500 OR LESS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,8025,S,PHILLIPS AVE,422,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,4,6,41.74910337,-87.56483145
6/8/2019 19:40,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,ALLEY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,4019,W,IRVING PARK RD,1732,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,19,7,6,41.9535336,-87.72814034
6/7/2019 14:45,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,UNKNOWN,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,135,N,WESTERN AVE,1223,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,6,6,41.88402843,-87.68636495
6/5/2019 22:55,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",NOT APPLICABLE,8331,S,HALSTED ST,622,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,22,4,6,41.74241725,-87.6436562
6/13/2019 13:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,3420,W,ADDISON ST,1732,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,5,6,41.94666608,-87.71356778
6/9/2019 10:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",FOLLOWING TOO CLOSELY,NOT APPLICABLE,2100,W,107TH ST,2212,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,1,6,41.69926243,-87.67441379
6/3/2019 14:30,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,ALLEY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,$500 OR LESS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3342,W,26TH ST,1024,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,14,2,6,41.8445698,-87.70917538
6/4/2019 21:25,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,IMPROPER TURNING/NO SIGNAL,7900,S,KEDZIE AVE,834,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,21,3,6,41.74972397,-87.70253957
6/9/2019 11:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,755,E,67TH ST,321,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,1,6,41.77302788,-87.60600245
6/3/2019 10:30,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,UNKNOWN,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,5101,W,GEORGE ST,2521,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,2,6,41.93314965,-87.75415206
6/5/2019 14:30,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1200,S,SACRAMENTO DR,1022,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,4,6,41.8664219,-87.70093364
6/7/2019 8:02,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR TO FRONT,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,IMPROPER BACKING,1841,N,DRAKE AVE,1422,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,8,6,6,41.91488107,-87.7149326
6/6/2019 18:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",ROAD CONSTRUCTION/MAINTENANCE,NOT APPLICABLE,4900,S,LAKE PARK AVE,222,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,5,6,41.80557147,-87.58927403
6/14/2019 13:35,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,6201,S,LAKE SHORE DR,331,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,6,6,41.78252923,-87.57563152
6/5/2019 13:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,1711,W,GRACE ST,1922,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,4,6,41.95049319,-87.67187894
6/2/2019 17:00,25,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,6401,N,CLAREMONT AVE,2412,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,17,1,6,41.99784468,-87.68851976
6/11/2019 14:10,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,5458,S,RUTHERFORD AVE,811,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,3,6,41.79233199,-87.79050403
6/2/2019 3:28,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1800,W,80TH ST,611,6,NO INDICATION OF INJURY,0,0,0,0,0,1,0,3,1,6,41.74858244,-87.66830945
6/6/2019 15:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAWN,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,5358,N,ELSTON AVE,1623,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,15,5,6,41.97866406,-87.75753992
6/1/2019 16:00,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,8148,S,EAST END AVE,414,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,16,7,6,41.74634471,-87.5831057
6/1/2019 15:15,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,6229,W,BRYN MAWR AVE,1622,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,7,6,41.98279517,-87.7841141
6/9/2019 9:30,25,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,727,E,111TH ST,531,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,1,6,41.69272336,-87.60450587
6/13/2019 17:40,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,628,N,STATE ST,1832,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,5,6,41.89323548,-87.62826505
6/14/2019 22:10,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,UNKNOWN,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,CENTER TURN LANE,STRAIGHT AND LEVEL,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1600,N,KEDZIE AVE,1421,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,6,6,41.91025092,-87.70702365
6/1/2019 18:25,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,3945,W,19TH ST,1014,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,7,6,41.854893,-87.72409277
6/1/2019 14:45,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1100,W,DIVISION ST,1822,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,7,6,41.90363993,-87.65554697
6/14/2019 13:45,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,1130,S,CANAL ST,124,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,13,6,6,41.86808266,-87.63936542
6/9/2019 14:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,3400,W,CATALPA AVE,1712,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,14,1,6,41.98130139,-87.7137466
6/8/2019 17:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAWN,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",NOT APPLICABLE,NOT APPLICABLE,1038,W,35TH ST,913,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,17,7,6,41.83077606,-87.65247339
6/15/2019 2:00,30,NO CONTROLS,NO CONTROLS,UNKNOWN,DARKNESS,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,4300,W,59TH ST,813,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,2,7,6,41.78597164,-87.7303609
6/1/2019 18:00,20,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,FIXED OBJECT,ALLEY,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,819,N,KILDARE AVE,1111,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,18,7,6,41.89598691,-87.73335601
6/12/2019 10:48,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,OTHER,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,Y,$500 OR LESS,NOT APPLICABLE,NOT APPLICABLE,4799,W,GRAND AVE,2533,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,4,6,41.91380268,-87.74599466
6/1/2019 11:30,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR TO REAR,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,4001,W,IRVING PARK RD,1732,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,11,7,6,41.95353736,-87.72769519
6/6/2019 23:30,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",IMPROPER BACKING,UNABLE TO DETERMINE,1144,W,WILSON AVE,1913,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,23,5,6,41.96548449,-87.65933488
6/13/2019 6:40,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",IMPROPER OVERTAKING/PASSING,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1140,S,CICERO AVE,1533,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,6,5,6,41.86604269,-87.7449057
6/5/2019 17:20,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,1320,W,WILSON AVE,1913,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,17,4,6,41.9654293,-87.66335432
6/10/2019 7:30,45,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,3199,N,LAKE SHORE DR SB,1934,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,2,6,41.94038671,-87.63824031
6/11/2019 0:55,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",HEAD ON,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,2805,W,63RD ST,823,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,0,3,6,41.77900233,-87.69361892
6/10/2019 13:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"$501 - $1,500",IMPROPER TURNING/NO SIGNAL,IMPROPER TURNING/NO SIGNAL,2939,W,PETERSON AVE,2011,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,2,0,13,2,6,41.99031165,-87.70335149
6/3/2019 9:50,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,100,W,POLK ST,123,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,2,6,41.87233535,-87.63068072
6/11/2019 13:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,3,E,8TH ST,123,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,13,3,6,41.87169905,-87.62742373
6/1/2019 11:22,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,6546,W,DIVERSEY AVE,2511,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,7,6,41.93105939,-87.78995854
6/8/2019 4:00,30,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),10759,S,DRAKE AVE,2211,3,NO INDICATION OF INJURY,0,0,0,0,0,1,0,4,7,6,41.6970076,-87.70943621
6/13/2019 18:13,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,$500 OR LESS,UNABLE TO DETERMINE,NOT APPLICABLE,2606,W,DIVISION ST,1423,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,18,5,6,41.90307465,-87.69230629
6/15/2019 15:45,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,4002,N,CENTRAL AVE,1624,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,7,6,41.9533294,-87.76715229
6/14/2019 12:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,$500 OR LESS,FOLLOWING TOO CLOSELY,NOT APPLICABLE,2259,N,WESTERN AVE,1432,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,12,6,6,41.92334021,-87.68744892
6/10/2019 14:59,30,STOP SIGN/FLASHER,UNKNOWN,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1802,W,100TH ST,2213,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,2,6,41.71216626,-87.66740064
6/14/2019 17:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",IMPROPER BACKING,UNABLE TO DETERMINE,1101,E,53RD ST,233,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,17,6,6,41.79931381,-87.59965989
6/4/2019 10:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,UNABLE TO DETERMINE,11858,S,MARSHFIELD AVE,2234,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,10,3,6,41.67760314,-87.66261837
6/11/2019 7:47,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,6300,S,SEELEY AVE,726,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,3,6,41.77921152,-87.67526716
