Station,Date,Time,WL,Sigma,I,L
9431647,7/30/2003,21:00,1.883,0.05,0,0
9431647,7/30/2003,22:00,1.842,0.045,0,0
9431647,7/30/2003,23:00,1.629,0.038,0,0
9431647,7/31/2003,0:00,1.327,0.038,0,0
9431647,7/31/2003,1:00,1.079,0.036,0,0
9431647,7/31/2003,2:00,0.917,0.036,0,0
9431647,7/31/2003,3:00,0.919,0.03,0,0
9431647,7/31/2003,4:00,1.131,0.036,0,0
9431647,7/31/2003,5:00,1.48,0.035,0,0
9431647,7/31/2003,6:00,1.876,0.025,0,0
9431647,7/31/2003,7:00,2.184,0,0,
9431647,7/31/2003,8:00,2.316,0.034,0,0
9431647,7/31/2003,9:00,2.252,0,0,
9431647,7/31/2003,10:00,1.915,0.048,0,0
9431647,7/31/2003,11:00,1.443,0.03,0,0
9431647,7/31/2003,12:00,0.859,0.029,0,0
9431647,7/31/2003,13:00,0.313,0.029,0,0
9431647,7/31/2003,14:00,-0.167,0.036,0,0
9431647,7/31/2003,15:00,-0.355,0.041,0,0
9431647,7/31/2003,16:00,-0.261,0.023,0,0
9431647,7/31/2003,17:00,0.069,0.034,0,0
9431647,7/31/2003,18:00,0.552,0.035,0,0
9431647,7/31/2003,19:00,1.077,0.039,0,0
9431647,7/31/2003,20:00,1.541,0,0,
9431647,7/31/2003,21:00,1.843,0.032,0,0
9431647,7/31/2003,22:00,1.903,0.036,0,0
9431647,7/31/2003,23:00,1.769,0.033,0,0
9431647,8/1/2003,0:00,1.502,0.036,0,0
9431647,8/1/2003,1:00,1.155,0.036,0,0
9431647,8/1/2003,2:00,0.896,0.047,0,0
9431647,8/1/2003,3:00,0.754,0.051,0,0
9431647,8/1/2003,4:00,0.843,0.041,0,0
9431647,8/1/2003,5:00,1.089,0.03,0,0
9431647,8/1/2003,6:00,1.451,0.042,0,0
9431647,8/1/2003,7:00,1.832,0.031,0,0
9431647,8/1/2003,8:00,2.126,0.027,0,0
9431647,8/1/2003,9:00,2.259,0.026,0,0
9431647,8/1/2003,10:00,2.119,0.042,0,0
9431647,8/1/2003,11:00,1.787,0.042,0,0
9431647,8/1/2003,12:00,1.254,0.033,0,0
9431647,8/1/2003,13:00,0.686,0.046,0,0
9431647,8/1/2003,14:00,0.211,0.031,0,0
9431647,8/1/2003,15:00,-0.129,0.032,0,0
9431647,8/1/2003,16:00,-0.225,0.038,0,0
9431647,8/1/2003,17:00,-0.018,0.042,0,0
9431647,8/1/2003,18:00,0.364,0.025,0,0
9431647,8/1/2003,19:00,0.87,0.04,0,0
9431647,8/1/2003,20:00,1.389,0.041,0,0
9431647,8/1/2003,21:00,1.806,0.047,0,0
9431647,8/1/2003,22:00,2.015,0.055,0,0
9431647,8/1/2003,23:00,1.976,0.048,0,0
9431647,8/2/2003,0:00,1.775,0.043,0,0
9431647,8/2/2003,1:00,1.44,0.052,0,0
9431647,8/2/2003,2:00,1.097,0.053,0,0
9431647,8/2/2003,3:00,0.819,0.045,0,0
9431647,8/2/2003,4:00,0.718,0.033,0,0
9431647,8/2/2003,5:00,0.805,0.045,0,0
9431647,8/2/2003,6:00,1.082,0.044,0,0
9431647,8/2/2003,7:00,1.432,0.051,0,0
9431647,8/2/2003,8:00,1.8,0.05,0,0
9431647,8/2/2003,9:00,2.053,0.046,0,0
9431647,8/2/2003,10:00,2.106,0.045,0,0
9431647,8/2/2003,11:00,1.997,0.046,0,0
9431647,8/2/2003,12:00,1.633,0.032,0,0
9431647,8/2/2003,13:00,1.148,0.044,0,0
9431647,8/2/2003,14:00,0.645,0.05,0,0
9431647,8/2/2003,15:00,0.218,0.06,0,0
9431647,8/2/2003,16:00,0.01,0.046,0,0
9431647,8/2/2003,17:00,0.008,0.032,0,0
9431647,8/2/2003,18:00,0.262,0.039,0,0
9431647,8/2/2003,19:00,0.703,0.041,0,0
9431647,8/2/2003,20:00,1.228,0.056,0,0
9431647,8/2/2003,21:00,1.697,0.061,0,0
9431647,8/2/2003,22:00,1.987,0.039,0,0
9431647,8/2/2003,23:00,2.095,0.065,0,0
9431647,8/3/2003,0:00,1.983,0.047,0,0
9431647,8/3/2003,1:00,1.71,0.059,0,0
9431647,8/3/2003,2:00,1.321,0.043,0,0
9431647,8/3/2003,3:00,0.959,0.054,0,0
9431647,8/3/2003,4:00,0.679,0.038,0,0
9431647,8/3/2003,5:00,0.583,0.048,0,0
9431647,8/3/2003,6:00,0.718,0.066,0,0
9431647,8/3/2003,7:00,0.955,0.049,0,0
9431647,8/3/2003,8:00,1.313,0.06,0,0
9431647,8/3/2003,9:00,1.659,0.05,0,0
9431647,8/3/2003,10:00,1.89,0.072,0,0
9431647,8/3/2003,11:00,1.922,0.057,0,0
9431647,8/3/2003,12:00,1.764,0.048,0,0
9431647,8/3/2003,13:00,1.473,0.049,0,0
9431647,8/3/2003,14:00,1.057,0.052,0,0
9431647,8/3/2003,15:00,0.632,0.061,0,0
9431647,8/3/2003,16:00,0.309,0.043,0,0
9431647,8/3/2003,17:00,0.189,0.046,0,0
9431647,8/3/2003,18:00,0.298,0.037,0,0
9431647,8/3/2003,19:00,0.6,0.049,0,0
9431647,8/3/2003,20:00,1.04,0.039,0,0
9431647,8/3/2003,21:00,1.508,0.053,0,0
9431647,8/3/2003,22:00,1.913,0.065,0,0
9431647,8/3/2003,23:00,2.159,0.07,0,0
9431647,8/4/2003,0:00,2.179,0.089,0,0
9431647,8/4/2003,1:00,2.037,0.069,0,0
9431647,8/4/2003,2:00,1.673,0.054,0,0
9431647,8/4/2003,3:00,1.268,0.064,0,0
9431647,8/4/2003,4:00,0.895,0.057,0,0
9431647,8/4/2003,5:00,0.611,0.056,0,0
9431647,8/4/2003,6:00,0.51,0.051,0,0
9431647,8/4/2003,7:00,0.599,0.057,0,0
9431647,8/4/2003,8:00,0.821,0.048,0,0
9431647,8/4/2003,9:00,1.142,0.056,0,0
9431647,8/4/2003,10:00,1.448,0.065,0,0
9431647,8/4/2003,11:00,1.687,0.048,0,0
9431647,8/4/2003,12:00,1.748,0.052,0,0
9431647,8/4/2003,13:00,1.633,0.056,0,0
9431647,8/4/2003,14:00,1.384,0.052,0,0
9431647,8/4/2003,15:00,1.045,0.044,0,0
9431647,8/4/2003,16:00,0.721,0.041,0,0
9431647,8/4/2003,17:00,0.522,0.037,0,0
9431647,8/4/2003,18:00,0.483,0.037,0,0
9431647,8/4/2003,19:00,0.614,0.047,0,0
9431647,8/4/2003,20:00,0.925,0.04,0,0
9431647,8/4/2003,21:00,1.339,0.052,0,0
9431647,8/4/2003,22:00,1.763,0.052,0,0
9431647,8/4/2003,23:00,2.101,0.048,0,0
9431647,8/5/2003,0:00,2.271,0.066,0,0
9431647,8/5/2003,1:00,2.24,0.066,0,0
9431647,8/5/2003,2:00,2.017,0.053,0,0
9431647,8/5/2003,3:00,1.641,0.043,0,0
9431647,8/5/2003,4:00,1.202,0.059,0,0
9431647,8/5/2003,5:00,0.796,0.039,0,0
9431647,8/5/2003,6:00,0.492,0.045,0,0
9431647,8/5/2003,7:00,0.383,0.043,0,0
9431647,8/5/2003,8:00,0.425,0.053,0,0
9431647,8/5/2003,9:00,0.619,0.036,0,0
9431647,8/5/2003,10:00,0.938,0.035,0,0
9431647,8/5/2003,11:00,1.274,0.065,0,0
9431647,8/5/2003,12:00,1.49,0.039,0,0
9431647,8/5/2003,13:00,1.599,0.061,0,0
9431647,8/5/2003,14:00,1.521,0.043,0,0
9431647,8/5/2003,15:00,1.317,0,0,0
9431647,8/5/2003,16:00,1.084,0,0,0
9431647,8/5/2003,17:00,0.874,0.052,0,0
9431647,8/5/2003,18:00,0.753,0.033,0,0
9431647,8/5/2003,19:00,0.744,0.052,0,0
9431647,8/5/2003,20:00,0.883,0.056,0,0
9431647,8/5/2003,21:00,1.166,0.039,0,0
9431647,8/5/2003,22:00,1.529,0.049,0,0
9431647,8/5/2003,23:00,1.932,0.051,0,0
9431647,8/6/2003,0:00,2.213,0,0,
9431647,8/6/2003,1:00,2.33,0,0,
9431647,8/6/2003,2:00,2.266,0.06,0,0
9431647,8/6/2003,3:00,2.015,0.058,0,0
9431647,8/6/2003,4:00,1.633,0.049,0,0
9431647,8/6/2003,5:00,1.122,0,0,0
9431647,8/6/2003,6:00,0.685,0,0,0
9431647,8/6/2003,7:00,0.355,0,0,0
9431647,8/6/2003,8:00,0.189,0,0,0
9431647,8/6/2003,9:00,0.208,0,0,0
9431647,8/6/2003,10:00,0.388,0,0,0
9431647,8/6/2003,11:00,0.674,0,0,0
9431647,8/6/2003,12:00,0.992,0,0,0
9431647,8/6/2003,13:00,1.263,0,0,0
9431647,8/6/2003,14:00,1.43,0,0,0
9431647,8/6/2003,15:00,1.466,0,0,0
9431647,8/6/2003,16:00,1.381,0,0,0
9431647,8/6/2003,17:00,1.22,0,0,0
9431647,8/6/2003,18:00,1.12,0,0,
9431647,8/6/2003,19:00,0.992,0,0,
9431647,8/6/2003,20:00,0.963,0,0,
9431647,8/6/2003,21:00,1.099,0.048,0,0
9431647,8/6/2003,22:00,1.363,0.04,0,0
9431647,8/6/2003,23:00,1.697,0.053,0,0
9431647,8/7/2003,0:00,2.03,0.055,0,0
9431647,8/7/2003,1:00,2.311,0.061,0,0
9431647,8/7/2003,2:00,2.426,0.036,0,0
9431647,8/7/2003,3:00,2.33,0.035,0,0
9431647,8/7/2003,4:00,2.065,0.038,0,0
9431647,8/7/2003,5:00,1.636,0.034,0,0
9431647,8/7/2003,6:00,1.15,0.033,0,0
9431647,8/7/2003,7:00,0.663,0.042,0,0
9431647,8/7/2003,8:00,0.283,0.035,0,0
9431647,8/7/2003,9:00,0.077,0.027,0,0
9431647,8/7/2003,10:00,0.073,0.035,0,0
9431647,8/7/2003,11:00,0.258,0.036,0,0
9431647,8/7/2003,12:00,0.562,0.024,0,0
9431647,8/7/2003,13:00,0.909,0.031,0,0
9431647,8/7/2003,14:00,1.241,0.039,0,0
9431647,8/7/2003,15:00,1.471,0.044,0,0
9431647,8/7/2003,16:00,1.592,0.036,0,0
9431647,8/7/2003,17:00,1.563,0.04,0,0
9431647,8/7/2003,18:00,1.442,0.024,0,0
9431647,8/7/2003,19:00,1.293,0.037,0,0
9431647,8/7/2003,20:00,1.169,0.038,0,0
9431647,8/7/2003,21:00,1.122,0.03,0,0
9431647,8/7/2003,22:00,1.235,0.035,0,0
9431647,8/7/2003,23:00,1.456,0.027,0,0
9431647,8/8/2003,0:00,1.763,0.026,0,0
9431647,8/8/2003,1:00,2.092,0.043,0,0
9431647,8/8/2003,2:00,2.322,0.04,0,0
9431647,8/8/2003,3:00,2.43,0.046,0,0
9431647,8/8/2003,4:00,2.376,0.046,0,0
9431647,8/8/2003,5:00,2.102,0.036,0,0
9431647,8/8/2003,6:00,1.665,0.042,0,0
9431647,8/8/2003,7:00,1.134,0.028,0,0
9431647,8/8/2003,8:00,0.616,0.022,0,0
9431647,8/8/2003,9:00,0.168,0.03,0,0
9431647,8/8/2003,10:00,-0.048,0.026,0,0
9431647,8/8/2003,11:00,-0.09,0.025,0,0
9431647,8/8/2003,12:00,0.089,0.033,0,0
9431647,8/8/2003,13:00,0.44,0.023,0,0
9431647,8/8/2003,14:00,0.848,0.032,0,0
9431647,8/8/2003,15:00,1.236,0.045,0,0
9431647,8/8/2003,16:00,1.533,0.041,0,0
9431647,8/8/2003,17:00,1.688,0.038,0,0
9431647,8/8/2003,18:00,1.683,0.043,0,0
9431647,8/8/2003,19:00,1.548,0.044,0,0
9431647,8/8/2003,20:00,1.381,0.034,0,0
9431647,8/8/2003,21:00,1.259,0.041,0,0
9431647,8/8/2003,22:00,1.172,0.034,0,0
9431647,8/8/2003,23:00,1.253,0.027,0,0
9431647,8/9/2003,0:00,1.463,0.037,0,0
9431647,8/9/2003,1:00,1.761,0.03,0,0
9431647,8/9/2003,2:00,2.099,0.033,0,0
9431647,8/9/2003,3:00,2.353,0.039,0,0
9431647,8/9/2003,4:00,2.493,0.04,0,0
9431647,8/9/2003,5:00,2.432,0.043,0,0
9431647,8/9/2003,6:00,2.135,0.041,0,0
9431647,8/9/2003,7:00,1.645,0.035,0,0
9431647,8/9/2003,8:00,1.079,0.034,0,0
9431647,8/9/2003,9:00,0.516,0.027,0,0
9431647,8/9/2003,10:00,0.055,0.028,0,0
9431647,8/9/2003,11:00,-0.198,0.03,0,0
9431647,8/9/2003,12:00,-0.218,0.022,0,0
9431647,8/9/2003,13:00,-0.002,0.021,0,0
9431647,8/9/2003,14:00,0.374,0.025,0,0
9431647,8/9/2003,15:00,0.841,0.031,0,0
9431647,8/9/2003,16:00,1.284,0.04,0,0
9431647,8/9/2003,17:00,1.622,0.031,0,0
9431647,8/9/2003,18:00,1.799,0.04,0,0
9431647,8/9/2003,19:00,1.8,0.032,0,0
9431647,8/9/2003,20:00,1.659,0.035,0,0
9431647,8/9/2003,21:00,1.422,0.033,0,0
9431647,8/9/2003,22:00,1.231,0.029,0,0
9431647,8/9/2003,23:00,1.134,0.023,0,0
9431647,8/10/2003,0:00,1.186,0.024,0,0
9431647,8/10/2003,1:00,1.415,0.037,0,0
9431647,8/10/2003,2:00,1.74,0.026,0,0
9431647,8/10/2003,3:00,2.101,0.027,0,0
9431647,8/10/2003,4:00,2.396,0.03,0,0
9431647,8/10/2003,5:00,2.533,0.037,0,0
9431647,8/10/2003,6:00,2.447,0.03,0,0
9431647,8/10/2003,7:00,2.119,0.029,0,0
9431647,8/10/2003,8:00,1.603,0.027,0,0
9431647,8/10/2003,9:00,0.975,0.025,0,0
9431647,8/10/2003,10:00,0.363,0.021,0,0
9431647,8/10/2003,11:00,-0.073,0.023,0,0
9431647,8/10/2003,12:00,-0.338,0.022,0,0
9431647,8/10/2003,13:00,-0.329,0.02,0,0
9431647,8/10/2003,14:00,-0.062,0.019,0,0
9431647,8/10/2003,15:00,0.377,0.027,0,0
9431647,8/10/2003,16:00,0.907,0.029,0,0
9431647,8/10/2003,17:00,1.375,0.033,0,0
9431647,8/10/2003,18:00,1.7,0.033,0,0
9431647,8/10/2003,19:00,1.866,0.04,0,0
9431647,8/10/2003,20:00,1.826,0.041,0,0
9431647,8/10/2003,21:00,1.605,0.028,0,0
9431647,8/10/2003,22:00,1.341,0.029,0,0
9431647,8/10/2003,23:00,1.131,0.019,0,0
9431647,8/11/2003,0:00,1.027,0.027,0,0
9431647,8/11/2003,1:00,1.092,0,0,
9431647,8/11/2003,2:00,1.323,0.032,0,0
9431647,8/11/2003,3:00,1.689,0.042,0,0
9431647,8/11/2003,4:00,2.082,0.038,0,0
9431647,8/11/2003,5:00,2.394,0.037,0,0
9431647,8/11/2003,6:00,2.529,0.042,0,0
9431647,8/11/2003,7:00,2.388,0.03,0,0
9431647,8/11/2003,8:00,2.017,0.045,0,0
9431647,8/11/2003,9:00,1.474,0.029,0,0
9431647,8/11/2003,10:00,0.816,0.03,0,0
9431647,8/11/2003,11:00,0.251,0.044,0,0
9431647,8/11/2003,12:00,-0.205,0.035,0,0
9431647,8/11/2003,13:00,-0.415,0.035,0,0
9431647,8/11/2003,14:00,-0.338,0.03,0,0
9431647,8/11/2003,15:00,-0.006,0.034,0,0
9431647,8/11/2003,16:00,0.506,0.026,0,0
9431647,8/11/2003,17:00,1.038,0.048,0,0
9431647,8/11/2003,18:00,1.509,0.045,0,0
9431647,8/11/2003,19:00,1.842,0.05,0,0
9431647,8/11/2003,20:00,1.937,0.038,0,0
9431647,8/11/2003,21:00,1.793,0.035,0,0
9431647,8/11/2003,22:00,1.545,0.036,0,0
9431647,8/11/2003,23:00,1.24,0.035,0,0
9431647,8/12/2003,0:00,0.996,0.044,0,0
9431647,8/12/2003,1:00,0.915,0,0,
9431647,8/12/2003,2:00,1.036,0.044,0,0
9431647,8/12/2003,3:00,1.315,0.028,0,0
9431647,8/12/2003,4:00,1.722,0.041,0,0
9431647,8/12/2003,5:00,2.126,0.058,0,0
9431647,8/12/2003,6:00,2.432,0.056,0,0
9431647,8/12/2003,7:00,2.511,0.05,0,0
9431647,8/12/2003,8:00,2.333,0.049,0,0
9431647,8/12/2003,9:00,1.948,0.042,0,0
9431647,8/12/2003,10:00,1.356,0.034,0,0
9431647,8/12/2003,11:00,0.704,0.028,0,0
9431647,8/12/2003,12:00,0.123,0.034,0,0
9431647,8/12/2003,13:00,-0.256,0.022,0,0
9431647,8/12/2003,14:00,-0.368,0.026,0,0
9431647,8/12/2003,15:00,-0.219,0.021,0,0
9431647,8/12/2003,16:00,0.201,0.027,0,0
9431647,8/12/2003,17:00,0.764,0.033,0,0
9431647,8/12/2003,18:00,1.312,0.03,0,0
9431647,8/12/2003,19:00,1.727,0.035,0,0
9431647,8/12/2003,20:00,1.979,0.028,0,0
9431647,8/12/2003,21:00,1.998,0.04,0,0
9431647,8/12/2003,22:00,1.787,0.03,0,0
9431647,8/12/2003,23:00,1.493,0.038,0,0
9431647,8/13/2003,0:00,1.145,0.038,0,0
9431647,8/13/2003,1:00,0.916,0.029,0,0
9431647,8/13/2003,2:00,0.843,0.023,0,0
9431647,8/13/2003,3:00,0.985,0.033,0,0
9431647,8/13/2003,4:00,1.315,0.034,0,0
9431647,8/13/2003,5:00,1.743,0.027,0,0
9431647,8/13/2003,6:00,2.142,0.044,0,0
9431647,8/13/2003,7:00,2.366,0.051,0,0
9431647,8/13/2003,8:00,2.406,0.045,0,0
9431647,8/13/2003,9:00,2.158,0.038,0,0
9431647,8/13/2003,10:00,1.745,0.029,0,0
9431647,8/13/2003,11:00,1.125,0.028,0,0
9431647,8/13/2003,12:00,0.506,0.038,0,0
9431647,8/13/2003,13:00,-0.002,0.017,0,0
9431647,8/13/2003,14:00,-0.277,0.029,0,0
9431647,8/13/2003,15:00,-0.292,0.031,0,0
9431647,8/13/2003,16:00,-0.042,0.032,0,0
9431647,8/13/2003,17:00,0.423,0.021,0,0
9431647,8/13/2003,18:00,0.98,0.031,0,0
9431647,8/13/2003,19:00,1.475,0.023,0,0
9431647,8/13/2003,20:00,1.844,0.031,0,0
9431647,8/13/2003,21:00,1.998,0.031,0,0
9431647,8/13/2003,22:00,1.921,0.03,0,0
9431647,8/13/2003,23:00,1.61,0.029,0,0
9431647,8/14/2003,0:00,1.264,0.027,0,0
9431647,8/14/2003,1:00,0.915,0.027,0,0
9431647,8/14/2003,2:00,0.731,0.034,0,0
9431647,8/14/2003,3:00,0.748,0.027,0,0
9431647,8/14/2003,4:00,0.915,0.025,0,0
9431647,8/14/2003,5:00,1.302,0.025,0,0
9431647,8/14/2003,6:00,1.716,0.035,0,0
9431647,8/14/2003,7:00,2.062,0.021,0,0
9431647,8/14/2003,8:00,2.268,0.025,0,0
9431647,8/14/2003,9:00,2.207,0.027,0,0
9431647,8/14/2003,10:00,1.969,0.034,0,0
9431647,8/14/2003,11:00,1.503,0.028,0,0
9431647,8/14/2003,12:00,0.938,0.032,0,0
9431647,8/14/2003,13:00,0.394,0.016,0,0
9431647,8/14/2003,14:00,-0.016,0.023,0,0
9431647,8/14/2003,15:00,-0.181,0.02,0,0
9431647,8/14/2003,16:00,-0.086,0.026,0,0
9431647,8/14/2003,17:00,0.258,0.021,0,0
9431647,8/14/2003,18:00,0.756,0.041,0,0
9431647,8/14/2003,19:00,1.284,0.028,0,0
9431647,8/14/2003,20:00,1.724,0.043,0,0
9431647,8/14/2003,21:00,1.986,0.018,0,0
9431647,8/14/2003,22:00,2.026,0.026,0,0
9431647,8/14/2003,23:00,1.838,0.04,0,0
9431647,8/15/2003,0:00,1.506,0.032,0,0
9431647,8/15/2003,1:00,1.154,0.029,0,0
9431647,8/15/2003,2:00,0.818,0.042,0,0
9431647,8/15/2003,3:00,0.677,0.026,0,0
9431647,8/15/2003,4:00,0.722,0.037,0,0
9431647,8/15/2003,5:00,0.954,0.028,0,0
9431647,8/15/2003,6:00,1.302,0.042,0,0
9431647,8/15/2003,7:00,1.694,0.045,0,0
9431647,8/15/2003,8:00,2.015,0.034,0,0
9431647,8/15/2003,9:00,2.12,0.041,0,0
9431647,8/15/2003,10:00,2.089,0.027,0,0
9431647,8/15/2003,11:00,1.774,0.04,0,0
9431647,8/15/2003,12:00,1.281,0.028,0,0
9431647,8/15/2003,13:00,0.776,0.034,0,0
9431647,8/15/2003,14:00,0.369,0.023,0,0
9431647,8/15/2003,15:00,0.049,0.026,0,0
9431647,8/15/2003,16:00,0.031,0.027,0,0
9431647,8/15/2003,17:00,0.224,0.026,0,0
9431647,8/15/2003,18:00,0.618,0.034,0,0
9431647,8/15/2003,19:00,1.103,0.039,0,0
9431647,8/15/2003,20:00,1.56,0.043,0,0
9431647,8/15/2003,21:00,1.881,0.043,0,0
9431647,8/15/2003,22:00,2.043,0.045,0,0
9431647,8/15/2003,23:00,1.991,0.043,0,0
9431647,8/16/2003,0:00,1.719,0.034,0,0
9431647,8/16/2003,1:00,1.355,0.034,0,0
9431647,8/16/2003,2:00,1.006,0.034,0,0
9431647,8/16/2003,3:00,0.708,0.033,0,0
9431647,8/16/2003,4:00,0.59,0.032,0,0
9431647,8/16/2003,5:00,0.677,0.039,0,0
9431647,8/16/2003,6:00,0.936,0.038,0,0
9431647,8/16/2003,7:00,1.267,0.032,0,0
9431647,8/16/2003,8:00,1.589,0.043,0,0
9431647,8/16/2003,9:00,1.819,0.043,0,0
9431647,8/16/2003,10:00,1.907,0.034,0,0
9431647,8/16/2003,11:00,1.772,0.035,0,0
9431647,8/16/2003,12:00,1.506,0,0,
9431647,8/16/2003,13:00,1.081,0.035,0,0
9431647,8/16/2003,14:00,0.679,0.033,0,0
9431647,8/16/2003,15:00,0.381,0.021,0,0
9431647,8/16/2003,16:00,0.235,0.027,0,0
9431647,8/16/2003,17:00,0.28,0.03,0,0
9431647,8/16/2003,18:00,0.556,0.025,0,0
9431647,8/16/2003,19:00,0.977,0,0,
9431647,8/16/2003,20:00,1.389,0.051,0,0
9431647,8/16/2003,21:00,1.768,0.04,0,0
9431647,8/16/2003,22:00,1.994,0.054,0,0
9431647,8/16/2003,23:00,2.022,0.043,0,0
9431647,8/17/2003,0:00,1.89,0.056,0,0
9431647,8/17/2003,1:00,1.575,0.048,0,0
9431647,8/17/2003,2:00,1.217,0.04,0,0
9431647,8/17/2003,3:00,0.871,0.031,0,0
9431647,8/17/2003,4:00,0.644,0,0,
9431647,8/17/2003,5:00,0.561,0.034,0,0
9431647,8/17/2003,6:00,0.662,0.028,0,0
9431647,8/17/2003,7:00,0.921,0.037,0,0
9431647,8/17/2003,8:00,1.225,0.047,0,0
9431647,8/17/2003,9:00,1.473,0.041,0,0
9431647,8/17/2003,10:00,1.676,0.039,0,0
9431647,8/17/2003,11:00,1.735,0.047,0,0
9431647,8/17/2003,12:00,1.588,0.04,0,0
9431647,8/17/2003,13:00,1.322,0.037,0,0
9431647,8/17/2003,14:00,0.984,0.045,0,0
9431647,8/17/2003,15:00,0.721,0.032,0,0
9431647,8/17/2003,16:00,0.489,0.04,0,0
9431647,8/17/2003,17:00,0.477,0.033,0,0
9431647,8/17/2003,18:00,0.613,0.04,0,0
9431647,8/17/2003,19:00,0.908,0.042,0,0
9431647,8/17/2003,20:00,1.284,0.039,0,0
9431647,8/17/2003,21:00,1.62,0.054,0,0
9431647,8/17/2003,22:00,1.919,0.04,0,0
9431647,8/17/2003,23:00,2.042,0.038,0,0
9431647,8/18/2003,0:00,1.975,0.033,0,0
9431647,8/18/2003,1:00,1.8,0.04,0,0
9431647,8/18/2003,2:00,1.456,0.029,0,0
9431647,8/18/2003,3:00,1.103,0.034,0,0
9431647,8/18/2003,4:00,0.805,0.044,0,0
9431647,8/18/2003,5:00,0.611,0.036,0,0
9431647,8/18/2003,6:00,0.557,0.027,0,0
9431647,8/18/2003,7:00,0.675,0.021,0,0
9431647,8/18/2003,8:00,0.912,0.034,0,0
9431647,8/18/2003,9:00,1.166,0.038,0,0
9431647,8/18/2003,10:00,1.374,0.038,0,0
9431647,8/18/2003,11:00,1.523,0.035,0,0
9431647,8/18/2003,12:00,1.554,0.033,0,0
9431647,8/18/2003,13:00,1.443,0.024,0,0
9431647,8/18/2003,14:00,1.226,0.042,0,0
9431647,8/18/2003,15:00,0.993,0.038,0,0
9431647,8/18/2003,16:00,0.802,0.034,0,0
9431647,8/18/2003,17:00,0.693,0.029,0,0
9431647,8/18/2003,18:00,0.711,0.024,0,0
9431647,8/18/2003,19:00,0.894,0.033,0,0
9431647,8/18/2003,20:00,1.181,0.029,0,0
9431647,8/18/2003,21:00,1.503,0.038,0,0
9431647,8/18/2003,22:00,1.802,0.041,0,0
9431647,8/18/2003,23:00,1.97,0.034,0,0
9431647,8/19/2003,0:00,1.989,0.036,0,0
9431647,8/19/2003,1:00,1.889,0.037,0,0
9431647,8/19/2003,2:00,1.653,0.026,0,0
9431647,8/19/2003,3:00,1.318,0.032,0,0
9431647,8/19/2003,4:00,0.981,0.035,0,0
9431647,8/19/2003,5:00,0.693,0.022,0,0
9431647,8/19/2003,6:00,0.539,0.023,0,0
9431647,8/19/2003,7:00,0.512,0.024,0,0
9431647,8/19/2003,8:00,0.611,0.024,0,0
9431647,8/19/2003,9:00,0.783,0.021,0,0
9431647,8/19/2003,10:00,1.012,0.03,0,0
9431647,8/19/2003,11:00,1.228,0.031,0,0
9431647,8/19/2003,12:00,1.335,0.033,0,0
9431647,8/19/2003,13:00,1.357,0.031,0,0
9431647,8/19/2003,14:00,1.297,0.032,0,0
9431647,8/19/2003,15:00,1.16,0.03,0,0
9431647,8/19/2003,16:00,1.017,0.029,0,0
9431647,8/19/2003,17:00,0.875,0.032,0,0
9431647,8/19/2003,18:00,0.862,0.026,0,0
9431647,8/19/2003,19:00,0.918,0.029,0,0
9431647,8/19/2003,20:00,1.1,0.034,0,0
9431647,8/19/2003,21:00,1.36,0.029,0,0
9431647,8/19/2003,22:00,1.6,0.034,0,0
9431647,8/19/2003,23:00,1.825,0.03,0,0
9431647,8/20/2003,0:00,1.924,0.032,0,0
9431647,8/20/2003,1:00,1.915,0.036,0,0
9431647,8/20/2003,2:00,1.77,0.027,0,0
9431647,8/20/2003,3:00,1.527,0.043,0,0
9431647,8/20/2003,4:00,1.206,0.029,0,0
9431647,8/20/2003,5:00,0.891,0.025,0,0
9431647,8/20/2003,6:00,0.622,0.033,0,0
9431647,8/20/2003,7:00,0.463,0.038,0,0
9431647,8/20/2003,8:00,0.387,0.021,0,0
9431647,8/20/2003,9:00,0.48,0.029,0,0
9431647,8/20/2003,10:00,0.653,0.024,0,0
9431647,8/20/2003,11:00,0.875,0.028,0,0
9431647,8/20/2003,12:00,1.064,0.028,0,0
9431647,8/20/2003,13:00,1.217,0.031,0,0
9431647,8/20/2003,14:00,1.286,0.032,0,0
9431647,8/20/2003,15:00,1.28,0.032,0,0
9431647,8/20/2003,16:00,1.209,0.033,0,0
9431647,8/20/2003,17:00,1.136,0.03,0,0
9431647,8/20/2003,18:00,1.047,0.03,0,0
9431647,8/20/2003,19:00,1.077,0.028,0,0
9431647,8/20/2003,20:00,1.147,0.024,0,0
9431647,8/20/2003,21:00,1.316,0.032,0,0
9431647,8/20/2003,22:00,1.504,0.033,0,0
9431647,8/20/2003,23:00,1.702,0.034,0,0
9431647,8/21/2003,0:00,1.892,0.038,0,0
9431647,8/21/2003,1:00,1.975,0.034,0,0
9431647,8/21/2003,2:00,1.958,0.029,0,0
9431647,8/21/2003,3:00,1.828,0.03,0,0
9431647,8/21/2003,4:00,1.584,0.033,0,0
9431647,8/21/2003,5:00,1.273,0.037,0,0
9431647,8/21/2003,6:00,0.957,0.03,0,0
9431647,8/21/2003,7:00,0.68,0.029,0,0
9431647,8/21/2003,8:00,0.501,0.023,0,0
9431647,8/21/2003,9:00,0.441,0.025,0,0
9431647,8/21/2003,10:00,0.498,0.033,0,0
9431647,8/21/2003,11:00,0.68,0.024,0,0
